ENTITY,MODEL,STATUS,LOT#,OPER,PRODUCT,BOND ID,OUTPLAN,IN TIME,CUST,PIN_PKG,WIP
BB563,UTC1000S,RUNNING,P45AWEU01,2200,024MAAW023,AAW024MA6013C,21-11-12 14:52,21-11-12 08:30,MXIC,MINIBGA24A3L,8550
BB564,UTC1000S,RUNNING,P45ABLL01,2200,096EFAB009,AAB096EF3001A,21-11-12 13:38,21-11-12 02:45,WINBOND,FBGA96UEF3-2,2440
BB565,UTC1000S,IDLE,,,,AMS078EN1002A,,21-11-10 10:09,,,
BB566,UTC1000S,RUNNING,P45AWD804,2200,052XYAW004,AAW052XY1002A,21-11-12 22:43,21-11-11 15:28,MXIC,STBGA52D4L,5700
BB567,UTC1000S,RUNNING,P46MSBG04,2200,078U9MS017,AMS078C93001B,21-11-13 12:22,21-11-12 11:52,MTI,FBGA-78U9,6610
BB568,UTC1000S,RUNNING,P45AWEW01,2200,024MAAW023,AAW024MA6013C,21-11-12 11:52,21-11-12 10:05,MXIC,MINIBGA24A3L,2296
BB569,UTC1000S,RUNNING,P46MSAT05,2200,078U9MS017,AMS078C93001B,21-11-12 12:12,21-11-11 11:20,MTI,FBGA-78U9,6709
BB570,UTC1000S,IDLE,,,,AMS048TW1037A,,21-11-12 11:44,,,
BB571,UTC1000S,RUNNING,P46MSBM01,2200,078U9MS017,AMS078C93001B,21-11-13 13:01,21-11-12 12:17,MTI,FBGA-78U9,6675
BB572,UTC1000S,IDLE,,,,AMS078EN1002A,,21-11-10 09:08,,,
BB573,UTC1000S,RUNNING,P45BUCW09,2200,084UCBU006,ABU084CC2004B,21-11-13 01:19,21-11-12 09:26,ICSI,FBGA-84UC(2),5600
BB574,UTC1000S,IDLE,,,,ABU096EF2001A,,21-11-12 13:03,,,
BB575,UTC1000S,RUNNING,P45MSEQ10,2200,048TWMS046,AMS048TW1037A,21-11-12 15:40,21-11-12 10:57,MTI,TSOP1-48AM,2160
BB576,UTC1000S,RUNNING,P46MSBA01,2200,078U9MS017,AMS078C93001B,21-11-13 05:05,21-11-12 04:27,MTI,FBGA-78U9,6648
BB577,UTC1000S,RUNNING,P45ABGI09,2200,054TNAB041,AAB054TN1005A,21-11-12 21:54,21-11-12 11:36,WINBOND,TSOP2-54ME,2880
BB578,UTC1000S,PM,,,,AAW052XY1002A,21-11-12 16:51,21-11-12 12:51,,,
BB579,UTC1000S,RUNNING,P45ABHK01,2200,060EMAB003,AAB060EM2002A,21-11-12 18:42,21-11-11 21:11,WINBOND,FBGA60UEM2-1,6239
BB580,UTC1000S,RUNNING,P45ABGI05,2200,054TNAB041,AAB054TN1005A,21-11-12 22:51,21-11-12 12:33,WINBOND,TSOP2-54ME,2880
BB581,UTC1000S,RUNNING,P45ABLM07,2200,024MAAB028,AAB024MA5012A,21-11-12 17:28,21-11-12 11:56,WINBOND,MINIBGA24A2L,8640
BB582,UTC1000S,WAIT-REPAIR,P45CDAR03,2200,054TNCD021,ACD054TN1001A,21-11-12 15:23:35,21-11-12 11:11,ETRON,TSOP2-54ME,2880
BB583,UTC1000S,RUNNING,P45MSD504,2200,048TWMS080,AMS048TW1065A,21-11-12 18:48,21-11-12 13:07,MTI,TSOP1-48AM,2160
BB584,UTC1000S,RUNNING,P45ABHM01,2200,060EMAB003,AAB060EM2002A,21-11-13 10:29,21-11-12 08:00,WINBOND,FBGA60UEM2-1,7680
BB585,UTC1000S,RUNNING,P45AWEN01,2200,024MAAW023,AAW024MA6013C,21-11-12 16:14,21-11-12 13:26,MXIC,MINIBGA24A3L,3683
BB586,UTC1000S,IDLE,,,,AMS078EN1002A,,21-11-10 09:42,,,
BB587,UTC1000S,RUNNING,P45AWDC02,2200,052XYAW004,AAW052XY1002A,21-11-13 20:14,21-11-12 13:02,MXIC,STBGA52D4L,5689
BB588,UTC1000S,ENG,,,,AMS078C93001B,21-11-12 13:23,21-11-12 13:23,,,
BB589,UTC1000S,RUNNING,P45CDAR02,2200,054TNCD021,ACD054TN1001A,21-11-12 11:37,21-11-11 23:12,ETRON,TSOP2-54ME,2880
BB590,UTC1000S,RUNNING,P45ABAR01,2200,060NRAB016,AAB060NR1007A,21-11-13 03:41,21-11-12 13:11,WINBOND,VFBGA60B4L,5680
BB591,UTC1000S,IDLE,,,,AMS078EN1002A,,21-11-10 12:44,,,
BB592,UTC1000S,RUNNING,P45CDBT03,2200,066TNCD012,CD066TA1007A,21-11-12 19:39,21-11-11 21:55,ETRON,TSOP2-66ME,2880
BB593,UTC1000S,RUNNING,P45CDAR07,2200,054TNCD021,ACD054TN1001A,21-11-12 19:28,21-11-12 07:03,ETRON,TSOP2-54ME,2880
BB594,UTC1000S,RUNNING,P45CDAS06,2200,054TNCD021,ACD054TN1001A,21-11-12 23:09,21-11-12 10:44,ETRON,TSOP2-54ME,2880
BB595,UTC1000S,RUNNING,P45CDAS09,2200,054TNCD021,ACD054TN1001A,21-11-13 00:14,21-11-12 11:50,ETRON,TSOP2-54ME,2880
BB596,UTC1000S,RUNNING,P45AWDB03,2200,052XYAW004,AAW052XY1002A,21-11-13 03:25,21-11-11 20:04,MXIC,STBGA52D4L,5720
BB597,UTC1000S,RUNNING,P46MSBI05,2200,078U9MS017,AMS078C93001B,21-11-13 12:52,21-11-12 11:58,MTI,FBGA-78U9,6720
BB598,UTC1000S,IDLE,,,,AMS078EN1001A,,21-11-11 14:47,,,
BB599,UTC1000S,RUNNING,P45CDAR09,2200,054TNCD021,ACD054TN1001A,21-11-12 17:27,21-11-12 05:02,ETRON,TSOP2-54ME,2880
BB600,UTC1000S,RUNNING,P45AWC807,2200,064MRAW029,AAW064MR1009A,21-11-13 00:21,21-11-12 12:03,MXIC,MBGA64J4U,4000
BB601,UTC1000S,RUNNING,P45ABHQ02,2200,060EMAB003,AAB060EM2002A,21-11-13 06:45,21-11-12 03:44,WINBOND,FBGA60UEM2-1,7840
BB602,UTC1000S,RUNNING,P45ABAR06,2200,060NRAB016,AAB060NR1007A,21-11-13 03:10,21-11-12 12:29,WINBOND,VFBGA60B4L,5752
BB603,UTC1000S,IDLE,,,,AMS078EN1002A,,21-11-10 02:04,,,
BB604,UTC1000S,RUNNING,P45AWDC01,2200,052XYAW004,AAW052XY1002A,21-11-13 20:44,21-11-12 13:16,MXIC,STBGA52D4L,5740
BB605,UTC1000S,RUNNING,P46MSB307,2200,078U9MS017,AMS078C93001B,21-11-12 16:54,21-11-12 07:17,MTI,FBGA-78U9,2580
BB606,UTC1000S,RUNNING,P45MSD501,2200,048TWMS080,AMS048TW1065A,21-11-12 12:11,21-11-12 06:30,MTI,TSOP1-48AM,2160
BB607,UTC1000S,RUNNING,P46ABBA05,2200,096EFAB009,AAB096EF3001A,21-11-12 19:49,21-11-12 08:56,WINBOND,FBGA96UEF3-2,2440
BB608,UTC1000S,IDLE,,,,AMS078EN1001A,,21-11-12 09:19,,,
BB609,UTC1000S,RUNNING,P45AWDB05,2200,052XYAW004,AAW052XY1002A,21-11-13 17:01,21-11-12 09:39,MXIC,STBGA52D4L,5720
BB610,UTC1000S,RUNNING,P45MSD505,2200,048TWMS080,AMS048TW1065A,21-11-12 19:02,21-11-12 13:21,MTI,TSOP1-48AM,2160
BB611,UTC1000S,RUNNING,P45AWC810,2200,064MRAW029,AAW064MR1009A,21-11-12 16:28,21-11-12 04:17,MXIC,MBGA64J4U,3960
BB612,UTC1000S,RUNNING,P45ABHL01,2200,060EMAB003,AAB060EM2002A,21-11-13 05:28,21-11-12 02:34,WINBOND,FBGA60UEM2-1,7800
BB613,UTC1000S,RUNNING,P45ABKA06,2200,054TNAB029,AAB054TN1004A,21-11-12 12:29,21-11-12 02:38,WINBOND,TSOP2-54ME,2880
BB614,UTC1000S,RUNNING,P45AWC806,2200,064MRAW029,AAW064MR1009A,21-11-12 21:38,21-11-12 09:25,MXIC,MBGA64J4U,3974
BB615,UTC1000S,WAIT-SETUP,P45CDAR08,2200,054TNCD021,ACD054TN1001A,21-11-12 16:13:42,21-11-12 12:48,ETRON,TSOP2-54ME,2880
BB616,UTC1000S,IDLE,,,,AMS078EN1001A,,21-11-11 22:20,,,
BB617,UTC1000S,RUNNING,P45AWDB04,2200,052XYAW004,AAW052XY1002A,21-11-13 02:34,21-11-11 19:13,MXIC,STBGA52D4L,5720
BB618,UTC1000S,RUNNING,P45ABM206,2200,024MAAB026,AAB024MA5010A,21-11-12 13:27,21-11-12 07:54,WINBOND,MINIBGA24A2L,8623
BB619,UTC1000S,RUNNING,P43CSAB06,2200,054TSCS007,ACS054TS1008A,21-11-12 16:02,21-11-12 05:39,CYPRESS,TSOP2-54CME,2880
BB620,UTC1000S,RUNNING,P43BUB807,2200,054MFBU004,BU054MF1002A,21-11-12 17:11,21-11-12 04:10,ICSI,MINIBGA54A4,3928
BB621,UTC1000S,IDLE,,,,AMS078EN1002A,,21-11-10 05:18,,,
BB622,UTC1000S,RUNNING,P45ABAR04,2200,060NRAB016,AAB060NR1007A,21-11-12 18:05,21-11-12 03:25,WINBOND,VFBGA60B4L,5748
BB623,UTC1000S,RUNNING,P46MSAX01,2200,078U9MS017,AMS078C93001B,21-11-13 07:56,21-11-12 07:03,MTI,FBGA-78U9,6718
BB624,UTC1000S,RUNNING,P45BUCW05,2200,084UCBU006,ABU084CC2004B,21-11-12 23:15,21-11-12 07:26,ICSI,FBGA-84UC(2),5583
BB701,UTC2000,IDLE,,,,AMS078EN1001A,,21-11-12 08:20,,,
BB702,UTC2000,RUNNING,P45AWFK42,2200,048TPAW103,AAW048TP1008B,21-11-12 12:45,21-11-12 01:17,MXIC,TSOP1-48/M2,720
BB703,UTC2000,RUNNING,P45YZA401,2200,084UCYZ004,AYZ084CC2004A,21-11-12 12:28,21-11-11 17:01,ZJP,FBGA-84UC(2),5535
BB704,UTC2000,RUNNING,P45AWCZ21,2200,048TPAW086,AAW048TP1041B,21-11-12 21:21,21-11-12 10:50,MXIC,TSOP1-48/M2,720
BB705,UTC2000,RUNNING,P45AWF501,3200,024XJAW021,AAW024XJ6014A,21-11-12 14:20,21-11-12 04:15,MXIC,STBGA24A3L,4320
BB706,UTC2000,IDLE,,,,AMS078EN1001A,,21-11-11 10:11,,,
BB707,UTC2000,IDLE,,,,AMS078EN1001A,,21-11-11 08:31,,,
BB708,UTC2000,RUNNING,P46AWA215,2200,048TPAW103,AAW048TP1008B,21-11-12 19:32,21-11-12 08:05,MXIC,TSOP1-48/M2,720
BB709,UTC2000,RUNNING,P45ABGI10,2200,054TNAB041,AAB054TN1005A,21-11-12 22:29,21-11-12 12:52,WINBOND,TSOP2-54ME,2880
BB710,UTC2000,RUNNING,P45AWCX03,3200,024XJAW020,AAW024XJ6010B,21-11-12 18:58,21-11-12 10:29,MXIC,STBGA24A4L,2525
BB711,UTC2000,RUNNING,P46AWA211,2200,048TPAW103,AAW048TP1008B,21-11-12 17:23,21-11-12 05:55,MXIC,TSOP1-48/M2,720
BB712,UTC2000,RUNNING,P45LWAC01,2200,078U9LW014,ALW078C93002A,21-11-13 02:15,21-11-12 03:11,MTI-S,FBGA-78U9,6480
BB713,UTC2000,IDLE,,,,ABU096EF2001A,,21-11-12 03:31,,,
BB714,UTC2000,RUNNING,P45LWAD02,2200,078U9LW014,ALW078C93002A,21-11-13 09:44,21-11-12 10:58,MTI-S,FBGA-78U9,6399
BB715,UTC2000,RUNNING,P45AWCZ22,2200,048TPAW086,AAW048TP1041B,21-11-12 17:19,21-11-12 06:47,MXIC,TSOP1-48/M2,720
BB716,UTC2000,RUNNING,P45BUCG04,2200,096EABU001,ABU096EA1001A,21-11-12 13:35,21-11-12 02:25,ICSI,FBGA-96LEA,2620
BB717,UTC2000,RUNNING,P45BUCZ03,2200,078EABU001,ABU078EA1001A,21-11-12 21:19,21-11-12 12:08,ICSI,FBGA-78LEA,2639
BB718,UTC2000,IDLE,,,,ABU096EF2001A,,21-11-12 05:16,,,
BB719,UTC2000,RUNNING,P45AWE312,2200,048TPAW086,AAW048TP1041B,21-11-12 18:21,21-11-12 07:49,MXIC,TSOP1-48/M2,720
BB720,UTC2000,IDLE,,,,AMS078EN1001A,,21-11-11 06:42,,,
BB721,UTC2000,RUNNING,P46AWA204,2200,048TPAW103,AAW048TP1008B,21-11-12 17:11,21-11-12 05:43,MXIC,TSOP1-48/M2,720
BB722,UTC2000,IDLE,,,,AMS078EN1001A,,21-11-11 13:19,,,
BB723,UTC2000,WAIT-SETUP,,,,AAW024XJ6011B,,21-11-12 12:35,,,
BB724,UTC2000,RUNNING,P43VGC202,2200,056THVG006,ABU056TH2003A,21-11-12 16:26,21-11-12 06:31,ISSI-VG,TSOP1-56/56,2560
BB725,UTC2000,IDLE,,,,ABU096EF2001A,,21-11-11 22:32,,,
BB726,UTC2000,SETUP,,,,ANV132X2B023A,21-11-12 13:03,21-11-12 11:03,,,
BB727,UTC2000,IDLE,,,,AAW024XJ6014A,,21-11-12 09:24,,,
BB728,UTC2000,RUNNING,P45AWE330,2200,048TPAW086,AAW048TP1041B,21-11-12 23:34,21-11-12 13:02,MXIC,TSOP1-48/M2,720
BB729,UTC2000,IDLE,,,,AMS078EN1001A,,21-11-11 10:22,,,
BB730,UTC2000,IDLE,,,,ANV132X2C059A,,21-11-12 10:58,,,
BB731,UTC2000,RUNNING,P45OKC112,2200,048TVOK056,AOK048TV1029A,21-11-12 19:54,21-11-12 07:02,LAPIS,TSOP1-48A2,2560
BB732,UTC2000,WAIT-SETUP,P45AWDH29,2200,048TPAW086,AAW048TP1041B,21-11-12 16:13:35,21-11-12 12:11,MXIC,TSOP1-48/M2,720
BB733,UTC2000,IDLE,,,,ANV132X2C059A,,21-11-12 12:31,,,
BB734,UTC2000,RUNNING,P45LWAA01,2200,078U9LW014,ALW078C93002A,21-11-12 17:45,21-11-11 18:16,MTI-S,FBGA-78U9,6600
BB735,UTC2000,RUNNING,P45AWFB04,2200,024XJAW021,AAW024XJ6014A,21-11-12 17:02,21-11-12 08:32,MXIC,STBGA24A3L,3581
BB736,UTC2000,RUNNING,P45AWFK43,2200,048TPAW103,AAW048TP1008B,21-11-12 15:41,21-11-12 04:14,MXIC,TSOP1-48/M2,720
BB737,UTC2000,IDLE,,,,AMS078EP1001A,,21-11-11 09:05,,,
BB738,UTC2000,IDLE,,,,AMS078EN1001A,,21-11-11 16:32,,,
BB745,UTC2000,RUNNING,P45BUCG01,2200,096EABU001,ABU096EA1001A,21-11-12 10:54,21-11-11 23:39,ICSI,FBGA-96LEA,2635
BB746,UTC2000,WAIT-REPAIR,P45NVJ501,2200,153XTNV066,ANV153XT9005A,21-11-12 11:10:36,21-11-12 10:46,PHISON,STBGA153GEV,1098
BB747,UTC2000,RUNNING,P45ABGI13,2200,054TNAB041,AAB054TN1005A,21-11-12 19:06,21-11-12 09:29,WINBOND,TSOP2-54ME,2880
BB748,UTC2000,IDLE,,,,AMS078EN1001A,,21-11-12 10:01,,,
BB749,UTC2000,RUNNING,P45BUCY01,2200,078EABU001,ABU078EA1001A,21-11-12 19:16,21-11-12 10:04,ICSI,FBGA-78LEA,2640
BB750,UTC2000,IDLE,,,,AMS078EN1002A,,21-11-10 11:37,,,
BB751,UTC2000,RUNNING,P45AWD104,2200,016D5AW020,AAW016D53011A,21-11-12 14:45,21-11-11 21:53,MXIC,SSLGA16DOU,1279
BB752,UTC2000,IDLE,,,,AMS078EN1002A,,21-11-10 11:28,,,
BB753,UTC2000,RUNNING,P45ABDZ01,3600,024XJAB025,AAB024XJ6011A,21-11-12 06:27,21-11-12 05:25,WINBOND,STBGA24D6U,890
BB754,UTC2000,RUNNING,P45ABGF06,2200,054TNAB041,AAB054TN1005A,21-11-12 11:22,21-11-12 01:44,WINBOND,TSOP2-54ME,2880
BB755,UTC2000,RUNNING,P45AWEY01,2200,016D5AW021,AAW016D53019A,21-11-12 14:59,21-11-12 00:46,MXIC,SSLGA16DOU,1265
BB756,UTC2000,RUNNING,P45AWFK40,2200,048TPAW103,AAW048TP1008B,21-11-12 11:41,21-11-12 00:14,MXIC,TSOP1-48/M2,720
BB757,UTC2000,RUNNING,P45ABLY01,2200,024XJAB027,AAB024XJ6010A,21-11-12 10:30,21-11-12 08:07,WINBOND,STBGA24D6U,900
BB758,UTC2000,IDLE,,,,AMS078EN1002A,,21-11-10 10:22,,,
BB759,UTC2000,RUNNING,P45AWD103,2200,016D5AW020,AAW016D53011A,21-11-12 15:12,21-11-11 22:28,MXIC,SSLGA16DOU,1270
BB760,UTC2000,IDLE,,,,AMS078EN1002A,,21-11-10 10:39,,,
BB761,UTC2000,RUNNING,P45AWD117,2200,016D5AW020,AAW016D53011A,21-11-12 17:31,21-11-12 00:51,MXIC,SSLGA16DOU,1264
BB762,UTC2000,RUNNING,P45AWD115,2200,016D5AW020,AAW016D53011A,21-11-12 20:04,21-11-12 03:39,MXIC,SSLGA16DOU,1245
BB763,UTC2000,RUNNING,P45BUCS01,3200,078EABU005,ABU078EA3001A,21-11-12 15:01,21-11-12 10:03,ICSI,FBGAS-78LEA,318
BB764,UTC2000,RUNNING,P45AWFK47,2200,048TPAW103,AAW048TP1008B,21-11-12 15:14,21-11-12 03:47,MXIC,TSOP1-48/M2,720
BB765,UTC2000,IDLE,,,,AMS078EN1002A,,21-11-10 18:09,,,
BB766,UTC2000,RUNNING,P45AWDH33,2200,048TPAW086,AAW048TP1041B,21-11-12 16:27,21-11-12 05:55,MXIC,TSOP1-48/M2,720
BB767,UTC2000,WAIT-SETUP,,,,AAB096EL1002A,,21-11-12 11:14,,,
BB768,UTC2000,RUNNING,P45AWD116,2200,016D5AW020,AAW016D53011A,21-11-13 05:19,21-11-12 12:42,MXIC,SSLGA16DOU,1260
BB769,UTC2000,RUNNING,P45AWCV03,2200,024MAAW072,AAW024MA6041B,21-11-12 20:48,21-11-12 06:42,MXIC,MINIBGA24A3L,8593
BB770,UTC2000,RUNNING,P45AWCV04,2200,024MAAW072,AAW024MA6041B,21-11-12 20:24,21-11-12 06:21,MXIC,MINIBGA24A3L,8556
BB771,UTC2000,RUNNING,P45AWE332,2200,048TPAW086,AAW048TP1041B,21-11-12 23:24,21-11-12 12:52,MXIC,TSOP1-48/M2,720
BB772,UTC2000,RUNNING,P45ABGI03,2200,054TNAB041,AAB054TN1005A,21-11-12 15:43,21-11-12 06:06,WINBOND,TSOP2-54ME,2880
BB773,UTC2000,RUNNING,P45AWEY21,2200,016D5AW021,AAW016D53019A,21-11-12 15:45,21-11-12 01:38,MXIC,SSLGA16DOU,1256
BB774,UTC2000,RUNNING,P45AWEY16,2200,016D5AW021,AAW016D53019A,21-11-12 16:29,21-11-12 02:44,MXIC,SSLGA16DOU,1223
BB775,UTC2000,RUNNING,P45AWE314,2200,048TPAW086,AAW048TP1041B,21-11-12 22:13,21-11-12 11:41,MXIC,TSOP1-48/M2,720
BB776,UTC2000,RUNNING,P45ABGG07,2200,054TNAB041,AAB054TN1005A,21-11-12 14:01,21-11-12 04:24,WINBOND,TSOP2-54ME,2880
BB777,UTC2000,RUNNING,P45BUCZ01,2200,078EABU001,ABU078EA1001A,21-11-12 16:26,21-11-12 07:22,ICSI,FBGA-78LEA,2600
BB778,UTC2000,ENG,,,,ABU144C71001B,21-11-12 11:06,21-11-12 11:06,,,
BB779,UTC2000,IDLE,,,,ABU096EF2001A,,21-11-11 23:05,,,
BB780,UTC2000,RUNNING,P43VGC205,2200,056THVG006,ABU056TH2003A,21-11-12 17:09,21-11-12 07:14,ISSI-VG,TSOP1-56/56,2560
BB781,UTC2000,RUNNING,P45AWE408,2200,016D5AW011,AAW016D53004A,21-11-12 22:55,21-11-12 09:22,MXIC,SSLGA16DOU,1251
BB782,UTC2000,RUNNING,P45OKC106,2200,048TVOK056,AOK048TV1029A,21-11-12 18:43,21-11-12 05:51,LAPIS,TSOP1-48A2,2560
BB783,UTC2000,RUNNING,P45BUCZ04,2200,078EABU001,ABU078EA1001A,21-11-12 16:28,21-11-12 07:17,ICSI,FBGA-78LEA,2636
BB784,UTC2000,RUNNING,P45OKC103,2200,048TVOK056,AOK048TV1029A,21-11-12 19:14,21-11-12 06:23,LAPIS,TSOP1-48A2,2560
BB785,UTC2000,IDLE,,,,AMS078EN1002A,,21-11-10 14:26,,,
BB786,UTC2000,RUNNING,P45AWFK41,2200,048TPAW103,AAW048TP1008B,21-11-12 13:34,21-11-12 02:07,MXIC,TSOP1-48/M2,720
BB787,UTC2000,IDLE,,,,ABU096EF2001A,,21-11-12 13:28,,,
BB788,UTC2000,SETUP,,,,AOK048TV1029A,21-11-12 13:53,21-11-12 13:23,,,
BB789,UTC2000,WAIT-SETUP,,,,ALW132NY4039A,,21-11-12 11:18,,,
BB790,UTC2000,RUNNING,P43CSA801,2200,054TSCS007,ACS054TS1008A,21-11-12 21:49,21-11-12 12:31,CYPRESS,TSOP2-54CME,2880
BB791,UTC2000,RUNNING,P45AWDH32,2200,048TPAW086,AAW048TP1041B,21-11-12 13:19,21-11-12 02:47,MXIC,TSOP1-48/M2,720
BB801,MAXUM,RUNNING,P45ASAD01,2200,096EIAS005,AAS096EI2001A,21-11-12 19:03,21-11-12 12:00,EliteMT,FBGA-96UEJ,1056
BB802,MAXUM,RUNNING,P45YZA701,2200,066TSYZ002,AYZ066TS1001A,21-11-12 20:01,21-11-12 06:39,ZJP,TSOP2-66CME,2880
BB803,MAXUM,ENG,,,,ANI010YK3001A,21-11-12 05:45,21-11-12 05:45,,,
BB804,MAXUM,RUNNING,P45ASBN07,2200,096ELAS001,AAS096EL1002A,21-11-12 22:52,21-11-12 05:40,EliteMT,FBGA-96UEL-3,2960
BB805,MAXUM,ENG,,,,ANI010YK3001A,21-11-05 18:36,21-11-05 18:36,,,
BB806,MAXUM,IDLE,,,,ANV169XN8001A,,21-11-12 07:13,,,
BB807,MAXUM,IN-REPAIR,P45ASBC02,2200,048MAAS007,AAS048MAB002A,21-11-12 14:55:52,21-11-12 13:23,EliteMT,MINIBGA48J3U,4267
BB808,MAXUM,RUNNING,P45NVJE06,3400,169XNNV011,ANV169XN8001A,21-11-12 11:16,21-11-11 06:37,PHISON,STBGA169D4U,1550
BB809,MAXUM,IDLE,,,,AAB008Y62010A,,21-11-12 06:02,,,
