ENTITY,MODEL,STATUS,LOT#,OPER,PRODUCT,BOND ID,OUTPLAN,IN TIME,CUST,PIN_PKG,WIP
BBH29,MAXUM-PLUS,IDLE,,,,AMS078EN1001A,,21-11-11 23:17,,,
BBH30,MAXUM-PLUS,RUNNING,P45OKC109,2200,048TVOK056,AOK048TV1029A,21-11-13 03:01,21-11-12 08:05,LAPIS,TSOP1-48A2,2560
BBH31,MAXUM-PLUS,IDLE,,,,AMS078EN1001A,,21-11-11 10:03,,,
BBH32,MAXUM-PLUS,RUNNING,P45AWE422,2200,016D5AW011,AAW016D53004A,21-11-12 17:35,21-11-12 01:56,MXIC,SSLGA16DOU,1240
BBH33,MAXUM-PLUS,RUNNING,P44OKB305,2200,048TVOK056,AOK048TV1029A,21-11-12 19:38,21-11-12 00:41,LAPIS,TSOP1-48A2,2560
BBH34,MAXUM-PLUS,RUNNING,P46MSAP04,2200,096ECMS010,AMS096EC3001B,21-11-13 01:42,21-11-12 04:17,MTI,FBGA-96UEC,5590
BBH35,MAXUM-PLUS,IN-REPAIR,P45AWE420,2200,016D5AW011,AAW016D53004A,21-11-12 18:03:32,21-11-12 12:59,MXIC,SSLGA16DOU,1210
BBH36,MAXUM-PLUS,IDLE,,,,AMS078EN1001A,,21-11-11 13:50,,,
BBH37,MAXUM-PLUS,IDLE,,,,AAB084CC9001A,,21-11-12 04:37,,,
BBH38,MAXUM-PLUS,RUNNING,P43RKAX03,2200,078EPRK001,ARK078EP1001A,21-11-12 19:04,21-11-11 13:48,RK,FBGA-78UEP,2361
BBH39,MAXUM-PLUS,RUNNING,P43RKAU01,2200,078EPRK001,ARK078EP1001A,21-11-12 10:49,21-11-09 09:05,RK,FBGA-78UEP,5960
BBH40,MAXUM-PLUS,RUNNING,P44OKB214,2200,048TVOK056,AOK048TV1029A,21-11-12 10:44,21-11-11 15:48,LAPIS,TSOP1-48A2,2560
BBH41,MAXUM-PLUS,RUNNING,P43RKAY01,2200,078EPRK001,ARK078EP1001A,21-11-13 23:58,21-11-10 22:13,RK,FBGA-78UEP,5960
BBH42,MAXUM-PLUS,RUNNING,P43RKAN01,2200,078EPRK001,ARK078EP1001A,21-11-11 08:48,21-11-08 07:03,RK,FBGA-78UEP,5960
BBH43,MAXUM-PLUS,RUNNING,P44OKB309,2200,048TVOK056,AOK048TV1029A,21-11-12 15:37,21-11-11 20:41,LAPIS,TSOP1-48A2,2560
BBH44,MAXUM-PLUS,RUNNING,P43RKAJ01,2200,078EPRK001,ARK078EP1001A,21-11-09 19:08,21-11-06 17:50,RK,FBGA-78UEP,5924
BBH45,MAXUM-PLUS,IDLE,,,,AMS078EN1001A,,21-11-11 10:31,,,
BBH46,MAXUM-PLUS,IDLE,,,,AMS078EN1001A,,21-11-11 15:08,,,
BBH47,MAXUM-PLUS,RUNNING,P46MSBN01,2200,096ECMS010,AMS096EC3001B,21-11-12 10:59,21-11-11 13:32,MTI,FBGA-96UEC,5600
BBH48,MAXUM-PLUS,IDLE,,,,AMS078EN1001A,,21-11-11 10:38,,,
BBH49,MAXUM-PLUS,RUNNING,P46MSBG01,2200,078U9MS017,AMS078C93001B,21-11-13 02:33,21-11-12 05:22,MTI,FBGA-78U9,6720
BBH50,MAXUM-PLUS,RUNNING,P46MSAV06,2200,078U9MS017,AMS078C93001B,21-11-12 16:25,21-11-11 19:28,MTI,FBGA-78U9,6646
BBH51,MAXUM-PLUS,RUNNING,P46MSAZ05,2200,078U9MS017,AMS078C93001B,21-11-12 16:25,21-11-11 19:14,MTI,FBGA-78U9,6720
BBH52,MAXUM-PLUS,RUNNING,P43RKB401,2200,078EPRK001,ARK078EP1001A,21-11-13 22:19,21-11-10 21:05,RK,FBGA-78UEP,5919
BBH53,MAXUM-PLUS,IDLE,,,,AAB084CC9001A,,21-11-10 21:26,,,
BBH54,MAXUM-PLUS,ENG,,,,AMS078C93001B,21-11-11 00:49,21-11-11 00:49,,,
BBH55,MAXUM-PLUS,RUNNING,P46MSAR01,2200,096ECMS010,AMS096EC3001B,21-11-12 21:28,21-11-12 00:19,MTI,FBGA-96UEC,5523
BBH56,MAXUM-PLUS,RUNNING,P45OKC111,2200,048TVOK056,AOK048TV1029A,21-11-13 05:46,21-11-12 10:50,LAPIS,TSOP1-48A2,2560
BBH57,MAXUM-PLUS,RUNNING,P46ABE801,2200,084UCAB027,AAB084CC9001A,21-11-12 17:29,21-11-11 22:36,WINBOND,FBGA-84UC2H,5510
BBH58,MAXUM-PLUS,ENG,,,,AMS078C93001B,21-11-11 02:18,21-11-11 02:18,,,
BBH59,MAXUM-PLUS,RUNNING,P46MSAP01,2200,096ECMS010,AMS096EC3001B,21-11-12 16:21,21-11-11 18:57,MTI,FBGA-96UEC,5586
BBH60,MAXUM-PLUS,RUNNING,P46MSAR02,2200,096ECMS010,AMS096EC3001B,21-11-12 18:40,21-11-12 03:29,MTI,FBGA-96UEC,3959
BBH61,MAXUM-PLUS,IDLE,,,,AMS078EN1001A,,21-11-11 09:22,,,
BBH62,MAXUM-PLUS,IDLE,,,,AMS078EN1001A,,21-11-11 09:24,,,
BBH63,MAXUM-PLUS,RUNNING,P44OKB301,2200,048TVOK056,AOK048TV1029A,21-11-12 21:55,21-11-12 02:58,LAPIS,TSOP1-48A2,2560
BBH64,MAXUM-PLUS,RUNNING,P44OKB303,2200,048TVOK056,AOK048TV1029A,21-11-12 23:45,21-11-12 04:49,LAPIS,TSOP1-48A2,2560
BBH65,MAXUM-PLUS,PM,P46MSAP02,2200,096ECMS010,AMS096EC3001B,21-11-12 16:01,21-11-12 08:01,MTI,FBGA-96UEC,5600
BBH66,MAXUM-PLUS,RUNNING,P46MSAP07,2200,096ECMS010,AMS096EC3001B,21-11-12 14:40,21-11-12 07:14,MTI,FBGA-96UEC,1926
BBH67,MAXUM-PLUS,IDLE,,,,AMS096EC3001B,,21-11-12 13:26,,,
BBH68,MAXUM-PLUS,IDLE,,,,AMS078EN1001A,,21-11-11 11:48,,,
BBH69,MAXUM-PLUS,IDLE,,,,AMS078EN1001A,,21-11-11 20:53,,,
BBH70,MAXUM-PLUS,IDLE,,,,AMS078EN1001A,,21-11-12 02:16,,,
BBH96,MAXUM-PLUS,ENG,,,,AMS078EP1001A,21-11-12 09:32,21-11-12 09:32,,,
BBH97,MAXUM-PLUS,ENG,,,,AMS078EP1001A,21-11-12 08:34,21-11-12 08:34,,,
BBH98,MAXUM-PLUS,RUNNING,P44OKB308,2200,048TVOK056,AOK048TV1029A,21-11-12 11:51,21-11-11 16:55,LAPIS,TSOP1-48A2,2560
BBH99,MAXUM-PLUS,RUNNING,P46MSAP06,2200,096ECMS010,AMS096EC3001B,21-11-13 07:15,21-11-12 09:50,MTI,FBGA-96UEC,5590
BBJ01,ICONN,IDLE,,,,ANV169XN6002A,,21-11-11 05:35,,,
BBJ02,MAXUM,IDLE,,,,AAB008YQ2039B,,21-11-12 09:38,,,
BBJ03,MAXUM,ENG,,,,AAB008YQ2045A,21-11-12 12:17,21-11-12 12:17,,,
BBK27,MAXUM-PLUS,ENG,,,,AMS078EP1001A,21-11-12 09:53,21-11-12 09:53,,,
BBK28,MAXUM-PLUS,ENG,,,,AMS078EP1001A,21-11-12 10:55,21-11-12 10:55,,,
BBK29,MAXUM-PLUS,ENG,,,,AMS078EP1001A,21-11-12 09:52,21-11-12 09:52,,,
BBK30,MAXUM-PLUS,IDLE,,,,AMS096EC1002A,,21-11-09 01:29,,,
BBK31,MAXUM-PLUS,IDLE,,,,AMS096EC1002A,,21-11-09 00:46,,,
BBK32,MAXUM-PLUS,IDLE,,,,AMS096EC1002A,,21-11-08 20:34,,,
BBK33,MAXUM-PLUS,IDLE,,,,AMS096EC1002A,,21-11-09 02:48,,,
BBK34,MAXUM-PLUS,IDLE,,,,AMS096EC1002A,,21-11-09 00:45,,,
BBK35,MAXUM-PLUS,IDLE,,,,AMS096EC1002A,,21-11-09 02:46,,,
BBK36,MAXUM-PLUS,IDLE,,,,AMS078EN1001A,,21-11-09 21:08,,,
BBK37,MAXUM-PLUS,IDLE,,,,AMS096EC1002A,,21-11-09 01:38,,,
BBK38,MAXUM-PLUS,IDLE,,,,AMS096EC1002A,,21-11-09 07:58,,,
BBK39,MAXUM-PLUS,IDLE,,,,AMS096EC1002A,,21-11-09 01:59,,,
BBK40,MAXUM-PLUS,IDLE,,,,AMS096EC1002A,,21-11-08 22:34,,,
BBK41,MAXUM-PLUS,IDLE,,,,AMS078EN1001A,,21-11-09 15:15,,,
BBK42,MAXUM-PLUS,IDLE,,,,AMS078EN1001A,,21-11-09 20:54,,,
BBK43,MAXUM-PLUS,IDLE,,,,AMS078EN1001A,,21-11-09 21:19,,,
BBK44,MAXUM-PLUS,IDLE,,,,AMS096EC1002A,,21-11-09 16:20,,,
BBK45,MAXUM-PLUS,IDLE,,,,,,21-11-12 12:08,,,
BBK46,MAXUM-PLUS,IDLE,,,,,,21-11-12 12:08,,,
BBK47,MAXUM-PLUS,IDLE,,,,,,21-11-12 12:08,,,
BBK48,MAXUM-PLUS,IDLE,,,,,,21-11-12 12:08,,,
BBK49,MAXUM-PLUS,IDLE,,,,,,21-11-12 12:07,,,
BBL01,MAXUM-PLUS,ENG,P45ABG515,2200,008YMAB063,AAB008YM2036A,21-11-12 08:45,21-11-12 08:45,WINBOND,DFN-08YM2D,16000
BBL02,MAXUM-PLUS,RUNNING,P45ASAB05,2200,096EIAS005,AAS096EI2001A,21-11-12 23:24,21-11-12 03:01,EliteMT,FBGA-96UEJ,2950
BBL03,MAXUM-PLUS,RUNNING,P45ABLA01,2200,008YBAB011,AAB008YB2005A,21-11-12 16:26,21-11-12 10:33,WINBOND,DFN-08YB2G,6240
BBL04,MAXUM-PLUS,RUNNING,P46ABA315,2200,008YMAB068,AAB008YM2018A,21-11-12 21:02,21-11-12 08:20,WINBOND,DFN-08YM2D,15292
BBL05,MAXUM-PLUS,WAIT-SETUP,,,,AAW008YM2004A,,21-11-12 02:44,,,
BBL16,MAXUM-PLUS,SETUP,,,,ABU008YD2001A,21-11-12 08:06,21-11-12 06:42,,,
BBL17,MAXUM-PLUS,IDLE,,,,ABW036AB1004A,,21-11-12 09:51,,,
BBL18,MAXUM-PLUS,RUNNING,P46AWAI15,2200,008YMAW020,AAW008YM2004A,21-11-12 19:42,21-11-12 06:46,MXIC,DFN-08YM2D,16000
BBL19,MAXUM-PLUS,RUNNING,P46ABA609,2200,008YMAB051,AAB008YM2019A,21-11-12 21:08,21-11-12 07:19,WINBOND,DFN-08YM2D,16000
BBL20,MAXUM-PLUS,RUNNING,P46AWAV02,2200,008Y6AW032,AAW008Y62014A,21-11-12 16:55,21-11-12 09:35,MXIC,DFN-08Y62D,8320
BBL21,MAXUM-PLUS,RUNNING,P45VGCU19,2200,008YQVG002,ABU008YQ2001A,21-11-12 15:55,21-11-12 13:07,ISSI-VG,DFN-08YQ2A,2160
BBL22,MAXUM-PLUS,RUNNING,P46AWAI16,2200,008YMAW020,AAW008YM2004A,21-11-12 23:16,21-11-12 10:20,MXIC,DFN-08YM2D,16000
BBM01,MAXUM,RUNNING,P45LWAF01,2200,078EPLW008,ALW078EP1001A,21-11-12 16:52,21-11-12 03:41,MTI-S,FBGA-78UEP,3663
BBM02,MAXUM,RUNNING,P45LWA603,2200,078U9LW014,ALW078C93002A,21-11-11 23:17,21-11-11 16:23,MTI-S,FBGA-78U9,1938
BBM03,MAXUM,RUNNING,P45LWA703,2200,078U9LW014,ALW078C93002A,21-11-12 16:11,21-11-11 20:38,MTI-S,FBGA-78U9,5546
BBM04,MAXUM,RUNNING,P43LWC502,2200,078U9LW014,ALW078C93002A,21-11-05 02:50,21-10-31 04:21,MTI-S,FBGA-78U9,6650
BBM05,MAXUM,RUNNING,P45LWAE01,2200,078EPLW008,ALW078EP1001A,21-11-11 21:09,21-11-11 00:43,MTI-S,FBGA-78UEP,5693
BBM06,MAXUM,RUNNING,P45CDA404,2200,054TNCD011,ACD054TA1007A,21-11-12 20:21,21-11-12 10:53,ETRON,TSOP2-54ME,2880
BBM07,MAXUM,WAIT-REPAIR,,,,ALW078C93002A,,21-10-27 18:25,,,
BBR01,RAPID,ENG,,,,AHQ0415L1005A,21-11-11 16:46,21-11-11 16:46,,,
BBR02,RAPID,SETUP,,,,AHQ0442J4001A,21-11-12 14:19,21-11-12 12:19,,,
BBR03,RAPID,IDLE,,,,ANI010YK3001A,,21-11-12 00:34,,,
BBR04,RAPID,IDLE,,,,AHQ0442J4001A,,21-11-12 01:46,,,
BBR05,RAPID,RUNNING,P45ABKR09,2200,008YQAB085,AAB008YQ2045A,21-11-12 19:51,21-11-12 11:44,WINBOND,STDFN-08YQ2A,4320
BBR06,RAPID,RUNNING,P46MSBU01,2200,096ECMS003,AMS096EC1002A,21-11-13 02:10,21-11-12 05:11,MTI,FBGA-96UEC,5600
BBR07,RAPID,IDLE,,,,AAB008YQ2039B,,21-11-12 04:24,,,
BBR08,RAPID,RUNNING,P45ABKM08,2200,008YQAB085,AAB008YQ2045A,21-11-12 13:54,21-11-12 05:47,WINBOND,STDFN-08YQ2A,4320
BBR09,RAPID,RUNNING,P45ABKN01,2200,008YQAB090,AAB008YQ2039B,21-11-12 19:03,21-11-12 10:35,WINBOND,STDFN-08YQ2A,4320
BBR10,RAPID,RUNNING,P44NIK611,2200,010YKNI037,ANI010YK3001A,21-11-12 18:39,21-11-12 10:37,DIALOG,QFN-10YK2A,10750
BBR11,RAPID,IDLE,,,,ANI010YK3001A,,21-11-12 07:11,,,
BBR12,RAPID,IDLE,,,,AHQ0442J4001A,,21-11-12 08:31,,,
BBR13,RAPID,IDLE,,,,AHQ0442J4001A,,21-11-12 02:50,,,
BBR14,RAPID,IDLE,,,,AAB008YQ2039B,,21-11-12 07:41,,,
BBR15,RAPID,RUNNING,P45NIB806,2200,010YKNI037,ANI010YK3001A,21-11-12 14:28,21-11-12 06:26,DIALOG,QFN-10YK2A,10744
BBR16,RAPID,RUNNING,P45ABKR10,2200,008YQAB085,AAB008YQ2045A,21-11-12 19:22,21-11-12 12:31,WINBOND,STDFN-08YQ2A,3637
BBR17,RAPID,IDLE,,,,AAB008YM2036A,,21-11-12 10:27,,,
BBR18,RAPID,RUNNING,P44NIK609,2200,010YKNI037,ANI010YK3001A,21-11-12 14:38,21-11-12 06:36,DIALOG,QFN-10YK2A,10750
BBR19,RAPID,IDLE,,,,AHQ0442J3005A,,21-11-12 12:45,,,
BBR20,RAPID,IDLE,,,,ANI010YK3001A,,21-11-12 06:46,,,
BBR21,RAPID,ENG,P45ABG616,2200,008YMAB063,AAB008YM2036A,21-11-12 08:44,21-11-12 08:44,WINBOND,DFN-08YM2D,14672
BBR22,RAPID,IDLE,,,,ANV132X2C059A,,21-11-12 00:40,,,
BBR23,RAPID,IDLE,,,,ANV132X2C059A,,21-11-12 01:11,,,
BBR24,RAPID,IDLE,,,,ANV132X2C059A,,21-11-12 00:49,,,
BBR25,RAPID,RUNNING,P45HQB216,2200,0442JHQ027,AHQ0442J3005A,21-11-12 14:11,21-11-12 07:07,EMC,FPSTLGA44YBV,2323
BBR26,RAPID,ENG,,,,AAW016D53011A,21-11-11 19:06,21-11-11 19:06,,,
BBR27,RAPID,RUNNING,P46MSBT04,2200,096ECMS003,AMS096EC1002A,21-11-12 18:26,21-11-11 21:33,MTI,FBGA-96UEC,5571
BBR28,RAPID,RUNNING,P46MSBE01,2200,078U9MS017,AMS078C93001B,21-11-12 21:55,21-11-12 01:58,MTI,FBGA-78U9,6720
BBR29,RAPID,ENG,,,,AMS078C93001B,21-11-11 08:52,21-11-11 08:52,,,
BBR30,RAPID,RUNNING,P45NVJ801,2200,0086ANV178,ANV0086A1065A,21-11-12 06:00,21-11-11 21:16,PHISON,uSD08AQV-C,1529
BBR31,RAPID,RUNNING,P45NVJ823,2200,0086ANV178,ANV0086A1065A,21-11-12 12:24,21-11-12 03:17,PHISON,uSD08AQV-C,1600
BBR32,RAPID,RUNNING,P45NVJ804,2200,0086ANV178,ANV0086A1065A,21-11-12 12:01,21-11-12 03:20,PHISON,uSD08AQV-C,1521
BBR33,RAPID,RUNNING,P45NVJ802,2200,0086ANV178,ANV0086A1065A,21-11-12 18:51,21-11-12 10:05,PHISON,uSD08AQV-C,1537
BBR34,RAPID,RUNNING,P45AWEK15,2200,016D5AW011,AAW016D53004A,21-11-13 03:06,21-11-12 11:02,MXIC,SSLGA16DOU,1240
BBR35,RAPID,RUNNING,P46MSBP02,2200,096ECMS003,AMS096EC1002A,21-11-12 12:35,21-11-11 15:44,MTI,FBGA-96UEC,5560
BBR36,RAPID,IN-REPAIR,P46MSBR05,2200,096ECMS003,AMS096EC1002A,21-11-12 19:14:46,21-11-12 12:43,MTI,FBGA-96UEC,5537
BBR37,RAPID,IDLE,,,,AHQ0445T2007A,,21-11-11 19:11,,,
BBR38,RAPID,IDLE,,,,AMS096EC1002A,,21-11-11 19:11,,,
BBR39,RAPID,IDLE,,,,ANV132X2C059A,,21-11-11 19:12,,,
BBR40,RAPID,IDLE,,,,ANV132X2C059A,,21-11-11 19:13,,,
BBR41,RAPID,IDLE,,,,ANV132X2C059A,,21-11-11 22:09,,,
BBR42,RAPID,WAIT-REPAIR,P46MSB407,2200,078U9MS017,AMS078C93001B,21-11-12 15:20:15,21-11-12 11:57,MTI,FBGA-78U9,2761
BBR43,RAPID,SETUP,,,,AMS078EP1001A,21-11-12 14:43,21-11-12 13:19,,,
BBR44,RAPID,WAIT-SETUP,,,,AMS078EP1001A,,21-11-12 13:14,,,
BBR45,RAPID,ENG,,,,AMS078EP1001A,21-11-12 11:30,21-11-12 11:30,,,
BBR46,RAPID,RUNNING,P45NVJH26,2200,132X2NV158,ANV132X2C059A,21-11-13 00:02,21-11-10 03:43,PHISON,STBGA132G4VT,1060
BBR47,RAPID,SETUP,,,,AMS078EP1001A,21-11-12 14:18,21-11-12 12:54,,,
BBR48,RAPID,WAIT-SETUP,,,,AMS078EP1001A,,21-11-12 09:55,,,
BBR49,RAPID,IDLE,,,,ANV132X2C059A,,21-11-12 04:48,,,
BBR50,RAPID,RUNNING,P45NVJG53,2200,132X2NV158,ANV132X2C059A,21-11-12 12:15,21-11-10 01:16,PHISON,STBGA132G4VT,4813
BBR51,RAPID,RUNNING,P46MSB304,2200,078U9MS017,AMS078C93001B,21-11-13 01:01,21-11-12 05:04,MTI,FBGA-78U9,6720
BBR52,RAPID,IDLE,,,,ANV132X2C059A,,21-11-12 10:02,,,
BBR53,RAPID,IDLE,,,,ANV132X2C059A,,21-11-11 10:05,,,
BBR54,RAPID,RUNNING,P46MSBG02,2200,078U9MS017,AMS078C93001B,21-11-13 05:48,21-11-12 09:51,MTI,FBGA-78U9,6720
BBR55,RAPID,WAIT-SETUP,,,,AMS078C93001B,,21-11-12 13:03,,,
BBR56,RAPID,IDLE,,,,ANV132X2C019A,,21-11-11 16:06,,,
BBR57,RAPID,IDLE,,,,ANV132X2C019A,,21-11-11 16:12,,,
BBR58,RAPID,SETUP,,,,AMS078C93001B,21-11-12 14:50,21-11-12 13:26,,,
BBR59,RAPID,WAIT-REPAIR,,,,AMS096EC1002A,,21-11-11 17:22,,,
BBR60,RAPID,RUNNING,P46MSAZ02,2200,078U9MS017,AMS078C93001B,21-11-12 13:03,21-11-11 17:06,MTI,FBGA-78U9,6720
BBR61,RAPID,RUNNING,P46MSB301,2200,078U9MS017,AMS078C93001B,21-11-12 15:32,21-11-11 19:42,MTI,FBGA-78U9,6680
BBR62,RAPID,WAIT-SETUP,,,,AMS078C93001B,,21-11-12 13:05,,,
BBR63,RAPID,WAIT-SETUP,,,,AMS078C93001B,,21-11-12 13:07,,,
BBR64,RAPID,WAIT-SETUP,,,,AMS078C93001B,,21-11-12 13:09,,,
BBR65,RAPID,WAIT-SETUP,,,,AMS078C93001B,,21-11-12 13:12,,,
BBR66,RAPID,IDLE,,,,ANV132X2C019A,,21-11-12 10:26,,,
BBR67,RAPID,RUNNING,P46MSAZ03,2200,078U9MS017,AMS078C93001B,21-11-12 15:44,21-11-11 19:47,MTI,FBGA-78U9,6720
BBR68,RAPID,RUNNING,P46MSBE04,2200,078U9MS017,AMS078C93001B,21-11-13 00:59,21-11-12 05:10,MTI,FBGA-78U9,6677
BBR69,RAPID,IDLE,,,,ANV132X2C059A,,21-11-12 02:59,,,
BBR70,RAPID,IDLE,,,,ANV132X2C019A,,21-11-12 03:02,,,
BBR71,RAPID,RUNNING,P46MSBU03,2200,096ECMS003,AMS096EC1002A,21-11-13 07:39,21-11-12 10:45,MTI,FBGA-96UEC,5575
BBR72,RAPID,RUNNING,P46MSB503,2200,078U9MS017,AMS078C93001B,21-11-12 11:27,21-11-12 09:54,MTI,FBGA-78U9,495
BBR73,RAPID,ENG,,,,AAW016D53011A,21-11-09 10:43,21-11-09 10:43,,,
BBR74,RAPID,RUNNING,P46MSBQ07,2200,096ECMS003,AMS096EC1002A,21-11-13 04:43,21-11-12 08:40,MTI,FBGA-96UEC,5347
BBR75,RAPID,RUNNING,P46MSBT05,2200,096ECMS003,AMS096EC1002A,21-11-12 21:31,21-11-12 00:35,MTI,FBGA-96UEC,5586
BBR76,RAPID,RUNNING,P46MSBT01,2200,096ECMS003,AMS096EC1002A,21-11-12 14:00,21-11-11 17:00,MTI,FBGA-96UEC,5599
BBR77,RAPID,RUNNING,P46MSB502,2200,078U9MS017,AMS078C93001B,21-11-13 05:51,21-11-12 10:01,MTI,FBGA-78U9,6680
BBR78,RAPID,RUNNING,P46MSBR06,2200,096ECMS003,AMS096EC1002A,21-11-12 13:40,21-11-11 16:57,MTI,FBGA-96UEC,5527
BBR79,RAPID,RUNNING,P46MSBQ05,2200,096ECMS003,AMS096EC1002A,21-11-13 04:49,21-11-12 07:50,MTI,FBGA-96UEC,5599
BBR80,RAPID,RUNNING,P46MSBQ06,2200,096ECMS003,AMS096EC1002A,21-11-13 04:58,21-11-12 07:59,MTI,FBGA-96UEC,5599
BBR81,RAPID,IDLE,,,,ANV132X2C059A,,21-11-11 23:53,,,
BBR82,RAPID,RUNNING,P45LWAD01,2200,078U9LW014,ALW078C93002A,21-11-13 02:21,21-11-12 07:01,MTI-S,FBGA-78U9,6360
BBR83,RAPID,WAIT-SETUP,P45LWA701,2200,078U9LW014,ALW078C93002A,21-11-12 05:28:08,21-11-12 13:10,MTI-S,FBGA-78U9,6691
BBR84,RAPID,IDLE,,,,ANV132X2C059A,,21-11-11 23:51,,,
BBR85,RAPID,RUNNING,P45LWAB02,2200,078U9LW014,ALW078C93002A,21-11-12 17:07,21-11-11 20:23,MTI-S,FBGA-78U9,6826
BBR86,RAPID,WAIT-REPAIR,,,,AAW016D53004A,,21-11-11 20:37,,,
BBR87,RAPID,RUNNING,P46MSBT07,2200,096ECMS003,AMS096EC1002A,21-11-13 01:44,21-11-12 04:56,MTI,FBGA-96UEC,5546
BBR88,RAPID,RUNNING,P46MSBT06,2200,096ECMS003,AMS096EC1002A,21-11-12 21:22,21-11-12 00:26,MTI,FBGA-96UEC,5582
BBR89,RAPID,RUNNING,P46MSBE06,2200,078U9MS017,AMS078C93001B,21-11-13 05:46,21-11-12 09:57,MTI,FBGA-78U9,6672
BBR90,RAPID,IDLE,,,,ANV132X2C019A,,21-11-12 03:05,,,
